Ctrl_rep1	Ctrl_rep2	METTL3_KD_rep1	METTL3_KD_rep2
TTTY16	0	0	0	0
TTTY12	0	0	0	0
TTTY18	0	0	0	0
TTTY19	0	0	0	0
TTTY11	0	0	0	0
RBMY1A3P	0	0	0	0
TTTY20	0	0	0	0
TSPY4	0	0	0	0
TSPY8	0	0	0	0
TSPY3	0	0	0	0
FAM197Y5P	0	0	0	0
TSPY1	0	0	0	0
FAM197Y2P	0	0	0	0
TSPY10	0	0	0	0
RBMY3AP	0	0	0	0
TTTY8	0	0	0	0
TTTY7B	0	0	0	0
TTTY21	0	0	0	0
TTTY2	0	0	0	0
TTTY1	0	0	0	0
TTTY22	0	0	0	0
TTTY23	0	0	0	0
GYG2P1	0	0	0	0
TTTY15	0	0	0	0
DDX3Y	3	0	0	0
TMSB4Y	0	0	0	0
VCY	0	0	0	0
VCY1B	0	0	0	0
NLGN4Y-AS1	0	0	0	0
FAM41AY1	0	0	0	0
FAM224B	0	0	0	0
XKRY	0	0	0	0
CDY2B	0	0	0	0
CDY2A	0	0	0	0
XKRY2	0	0	0	0
FAM224A	0	0	0	0
FAM41AY2	0	0	0	0
HSFY1	0	0	0	0
TTTY9B	0	0	0	0
TTTY9A	0	0	0	0
BCORP1	0	0	0	0
TXLNGY	0	0	0	0
KDM5D	0	0	0	0
TTTY10	0	0	0	0
RPS4Y2	0	0	0	0
PRORY	0	0	0	0
RBMY2EP	0	0	0	0
RBMY1B	0	0	0	0
RBMY1A1	0	0	0	0
TTTY13	0	0	0	0
RBMY1E	0	0	0	0
PRY2	0	0	0	0
TTTY6B	0	0	0	0
RBMY1F	0	0	0	0
TTTY5	0	0	0	0
RBMY2FP	0	0	0	0
LOC100652931	0	0	0	0
LOC101929148	0	0	0	0
TTTY6	0	0	0	0
PRY	0	0	0	0
TTTY17A	0	0	0	0
BPY2	0	0	0	0
DAZ1	0	0	0	0
DAZ2	0	0	0	0
TTTY3B	0	0	0	0
CDY1B	0	0	0	0
GOLGA2P2Y	0	0	0	0
TTTY17B	0	0	0	0
TTTY4B	0	0	0	0
BPY2B	0	0	0	0
TTTY4C	0	0	0	0
TTTY17C	0	0	0	0
GOLGA2P3Y	0	0	0	0
CSPG4P1Y	0	0	0	0
CDY1	0	0	0	0
TTTY3	0	0	0	0
CTNNA3	10	5	8	14
RSU1	5592	5536	4589	4912
GPR158-AS1	0	0	0	0
SGMS1	1287	1291	781	749
BICC1	1232	1240	949	967
C10orf11	21	20	9	10
CPEB3	338	318	536	486
BCCIP	10868	10875	6590	6961
IDI1	7329	7359	3919	4378
PITRM1	11266	11452	7277	7456
PITRM1-AS1	26	20	21	21
SFMBT2	2293	2060	861	910
USP6NL	1805	1673	1510	1577
CAMK1D	429	411	713	711
FAM107B	2352	2328	2448	2585
MRC1	1	2	3	2
PLXDC2	827	828	1135	1116
NEBL	873	873	832	868
KIAA1217	142	126	95	78
ZEB1	1610	1498	1042	1036
CCDC7	75	59	48	51
PARD3	2828	2880	2257	2456
FRMPD2	7	20	334	336
PRKG1	831	835	666	702
PCDH15	3	7	4	3
LOC105378311	0	0	0	0
MYPN	4	3	27	20
SUPV3L1	5169	5218	4639	4846
DNAJB12	4089	4203	1946	2034
ANXA7	8099	8653	6488	6691
ADK	3931	3991	2699	2843
KCNMA1	17	13	31	30
NUTM2B-AS1	810	802	511	574
NRG3	1	1	0	0
GRID1	478	506	436	493
PCGF5	4147	4337	1746	1815
MYOF	84	79	72	120
SORBS1	367	353	581	571
TLL2	162	169	170	188
UBTD1	558	536	710	663
HPSE2	1	0	0	0
SLC25A28	1236	1319	979	964
WBP1L	2328	2397	2661	2709
SH3PXD2A	6085	5992	5055	5323
SORCS3	0	0	0	0
SORCS1	48	39	15	13
LINC01435	0	0	0	0
ADD3	3986	4025	2106	2173
ATRNL1	389	387	391	392
RGS10	777	803	1009	1078
PLPP4	28	22	19	11
METTL10	736	829	519	527
PTPRE	1	2	5	5
JAKMIP3	14	3	8	7
KNDC1	21	9	36	45
DIP2C	1276	1195	905	923
PRR26	1	0	0	0
LARP4B	6742	6631	5032	5106
ADARB2	0	0	0	0
LOC105376351	0	0	0	0
LOC105376360	0	0	0	0
LOC101927964	0	0	0	0
UCN3	0	0	0	0
GDI2	21695	22475	16801	17369
FBXO18	5816	6190	4920	5081
IL2RA	0	0	0	0
PFKFB3	4307	4341	2252	2336
PRKCQ	402	398	354	339
LINC00707	0	0	0	1
ITIH5	59	61	143	128
ITIH2	4	1	1	0
TAF3	1565	1545	1873	1860
LOC105755953	0	0	0	0
CELF2	1020	899	2545	2436
UPF2	3244	3017	2968	3160
NUDT5	8985	8874	5068	5234
CCDC3	655	720	1016	1027
OPTN	792	829	1073	1197
BEND7	671	731	701	743
FRMD4A	536	505	530	509
DCLRE1C	653	522	634	616
OLAH	6	1	2	6
FAM171A1	4093	4181	1927	2060
ITGA8	385	382	149	164
FAM188A	3610	3663	2577	2582
C1QL3	11	7	3	0
CUBN	8	9	5	3
TRDMT1	803	816	467	537
ST8SIA6	7	6	11	7
STAM	2396	2291	2642	2879
SLC39A12	0	0	0	1
CACNB2	188	149	153	150
NSUN6	761	696	556	584
MALRD1	0	0	2	0
CASC10	204	197	135	150
MLLT10	2686	2583	1936	2002
DNAJC1	1658	1717	1381	1484
SPAG6	4	7	3	9
PIP4K2A	3336	3271	3504	3583
ARMC3	31	32	16	24
C10orf67	12	17	11	15
ARHGAP21	4017	3589	3248	3356
PRTFDC1	1116	1111	1498	1480
ENKUR	18	18	4	7
GPR158	3	6	3	9
LINC00836	0	0	0	0
MYO3A	248	213	298	297
APBB1IP	0	2	2	2
PDSS1	1494	1397	755	840
YME1L1	11175	11046	10265	10707
RAB18	3863	4058	4493	4880
ARMC4	422	408	413	428
MPP7	554	479	326	340
LOC105376468	0	0	0	0
WAC	8460	8008	6714	7588
SVIL	371	397	331	357
KIAA1462	991	996	1615	1584
ZNF438	137	120	169	187
LOC101929352	0	0	0	0
ARHGAP12	1693	1647	1281	1354
EPC1	1143	1141	1235	1215
NRP1	1889	1852	1155	1142
CREM	1005	1019	580	545
CCNY	3862	3875	4192	4314
PCAT5	0	0	0	0
ANKRD30A	0	0	0	0
ZNF33A	1686	1490	927	885
ZNF37A	1363	1182	408	477
LOC441666	4	3	1	6
CCNYL2	9	5	7	6
ZNF33B	1720	1604	585	577
RET	214	175	290	322
RASGEF1A	591	600	596	622
ZNF32-AS3	0	2	0	0
ZNF32	1014	1053	1062	1087
ZNF32-AS2	12	16	12	9
LOC102724264	0	0	0	0
TMEM72-AS1	1	0	0	1
MARCH8	3468	3754	4302	4228
FAM21C	2215	2140	2362	2785
PARGP1	132	97	68	74
NCOA4	12053	12401	4054	4212
ANTXRLP1	0	0	0	0
LINC00842	2	0	1	0
BMS1P5	109	57	46	45
PTPN20	6	10	10	7
FAM35DP	23	27	31	27
MAPK8	2988	3092	3132	3202
ARHGAP22	636	622	581	587
WDFY4	0	0	5	7
VSTM4	269	249	136	163
PARG	3364	3277	2452	2611
FAM21A	2905	2756	3183	3502
ASAH2	13	20	28	19
A1CF	4	4	1	1
PRKG1-AS1	5	4	5	2
ZWINT	14586	15173	8757	9757
IPMK	1523	1654	366	353
PHYHIPL	28	40	49	40
CCDC6	5158	5049	4834	5025
ANK3	1588	1635	1416	1552
RHOBTB1	708	694	1386	1373
TMEM26-AS1	0	0	0	0
C10orf107	13	14	22	20
ARID5B	1029	959	921	909
RTKN2	2761	2614	2182	2178
ZNF365	88	65	120	129
JMJD1C	1713	1481	1180	1263
REEP3	3746	3934	982	1009
LINC01515	173	196	105	116
LOC101928961	0	0	0	0
LRRTM3	1	1	2	1
SIRT1	4641	4654	4170	4258
HERC4	2346	2236	1865	1969
PBLD	354	339	127	126
DNA2	3774	3774	2516	2515
TET1	1688	1535	1318	1324
DDX50	5347	5255	4777	5166
HK1	9335	9906	7687	7892
TSPAN15	1329	1445	863	950
COL13A1	148	128	174	166
AIFM2	367	360	414	383
PALD1	2254	2217	1255	1315
TBATA	0	0	0	0
CDH23	343	359	472	484
PSAP	32970	36578	29046	30384
ANAPC16	4443	4540	3685	4032
MICU1	6555	6764	7215	7747
MCU	2153	2204	1754	1748
ECD	3864	3873	3064	3224
DNAJC9-AS1	248	271	139	138
CFAP70	163	155	107	120
USP54	3142	3122	2072	2173
ZSWIM8	1656	1563	1121	1178
VCL	9644	10022	7781	8007
KAT6B	2628	2282	2954	2985
DUSP13	1	2	5	2
COMTD1	529	468	409	350
ZNF503	6813	5782	4106	3530
KCNMA1-AS1	0	0	0	0
DLG5	3647	3392	971	1102
POLR3A	9524	9876	6802	7243
LINC00856	0	0	0	0
ZMIZ1-AS1	0	1	0	1
ZMIZ1	2269	2167	2241	2154
ZCCHC24	1312	1331	1477	1488
TMEM254	1501	1538	791	831
LINC00857	207	236	162	177
DYDC1	0	0	0	0
DYDC2	1	1	0	2
TSPAN14	2300	2338	2660	2823
SH2D4B	0	0	0	0
GHITM	22395	23404	15367	16265
CCSER2	2051	2001	1730	1731
LINC01519	0	0	0	0
LINC01520	0	0	0	0
GRID1-AS1	1	0	0	0
WAPL	7605	7412	6551	6480
BMPR1A	2593	2614	2537	2585
FAM35A	3506	3537	2537	2853
NUTM2A-AS1	631	571	327	392
PAPSS2	928	801	605	556
PTEN	2408	2407	2330	2498
RNLS	2	2	0	1
LIPJ	0	0	0	0
LIPK	0	0	0	0
FAS	352	405	634	662
SLC16A12	2	3	7	14
LOC101926942	0	0	0	0
HTR7	25	30	19	16
XLOC_008559	0	0	0	0
HECTD2-AS1	0	0	1	1
HECTD2	542	601	619	628
BTAF1	4859	4737	1916	1787
IDE	3549	3297	5422	5603
EXOC6	2422	2365	1770	1775
FFAR4	1	0	0	0
PLCE1	346	304	309	390
TBC1D12	1186	1220	980	1077
CYP2C19	0	0	0	0
PDLIM1	4391	4573	3795	3946
TCTN3	6186	6428	4161	4155
ENTPD1	4167	4077	3365	3556
ENTPD1-AS1	76	88	90	73
BLNK	6	7	6	13
DNTT	1	0	0	0
PIK3AP1	531	512	412	406
LCOR	2844	2835	1144	1032
SLIT1	151	153	141	168
ARHGAP19-SLIT1	5	5	1	2
ARHGAP19	4184	4117	1847	2008
RRP12	7540	7814	2992	3140
PI4K2A	3508	3902	3257	3410
CRTAC1	46	36	37	36
R3HCC1L	1395	1258	1254	1321
HPS1	3224	3303	2279	2312
CNNM1	495	469	505	563
CUTC	2464	2567	1709	1849
DNMBP	856	780	526	542
PAX2	44	39	86	96
SLF2	3009	2734	2911	2958
LINC01514	0	0	0	0
BTRC	3770	3932	3494	3551
POLL	2098	2197	2176	2304
KCNIP2	15	11	4	3
C10orf76	3149	3342	1669	1622
PITX3	33	27	59	44
GBF1	10727	10873	7105	7272
ACTR1A	16993	18095	9956	10681
SUFU	2685	2729	2569	2650
BORCS7-ASMT	0	0	0	0
AS3MT	3	3	10	5
CNNM2	1011	924	1107	1098
NT5C2	3579	3497	4056	4180
INA	3567	3331	3813	3985
PDCD11	13012	13227	8908	9715
NEURL1	39	41	85	74
COL17A1	1	5	39	28
CFAP43	48	55	79	80
ITPRIP	889	862	722	738
LOC101927549	0	0	0	0
LOC105378470	0	0	0	0
ADD3-AS1	4	7	16	21
MXI1	1790	1698	2041	2036
RBM20	949	871	620	633
PDCD4	5672	5518	4764	5199
GUCY2GP	0	0	0	0
VTI1A	1871	1787	1199	1238
TCF7L2	2013	1820	1797	1848
NRAP	0	0	0	0
PLEKHS1	3	0	0	0
NHLRC2	2402	2337	1492	1451
CCDC186	1175	1111	1249	1391
ABLIM1	5997	6045	4220	4235
TRUB1	6773	6904	5093	5352
GFRA1	438	479	799	775
SHTN1	2535	2439	2344	2544
PDZD8	5007	4892	2445	2534
CASC2	126	150	182	172
LINC00867	5	5	1	2
CACUL1	5683	5889	5267	5152
SFXN4	3884	3959	2506	2750
GRK5	552	510	446	523
BAG3	2670	2636	2369	2350
INPP5F	1249	1303	1724	1719
SEC23IP	9211	9342	6978	7170
WDR11-AS1	15	13	3	6
FGFR2	1487	1370	1628	1700
ATE1	3398	3467	1810	1768
TACC2	424	371	459	529
BTBD16	1	0	3	0
PLEKHA1	3850	3904	3943	4031
C10orf88	947	933	1299	1419
CPXM2	0	0	0	0
LHPP	309	289	397	426
FAM53B	2922	2854	3082	3071
CTBP2	5905	5905	5556	5914
LOC283038	10	1	14	8
FANK1	13	19	19	11
ADAM12	16	16	6	5
C10orf90	0	1	0	0
DOCK1	4309	4273	3069	3251
FAM196A	12	9	38	27
MGMT	0	0	0	0
EBF3	1223	1163	748	752
GLRX3	10897	10665	6997	7338
TCERG1L	2	3	4	1
STK32C	1009	1000	874	885
INPP5A	1552	1449	1896	1994
CFAP46	0	1	2	1
TUBGCP2	7945	7710	4328	4360
SYCE1	1	0	0	0
LOC102723376	1	0	2	1
TUBB8	2	2	3	6
ZMYND11	3137	3241	2557	2631
MIR5699	0	0	0	0
LOC101927762	4	5	11	7
GTPBP4	10410	10287	4824	5187
IDI2	259	251	140	146
IDI2-AS1	25	13	9	8
WDR37	1261	1286	1624	1707
LINC00200	0	0	0	0
ADARB2-AS1	0	0	0	0
LINC00700	0	0	0	0
MIR6072	0	0	0	0
LINC00701	0	0	0	0
PFKP	3493	3551	1796	1785
SNORD142	2	0	1	2
KLF6	1721	1717	1079	1085
LOC105376365	0	0	0	0
MIR6078	0	0	0	0
LINC00702	0	0	0	0
LINC00703	0	0	0	0
LINC00704	0	0	0	0
LINC00705	0	0	0	0
AKR1E2	0	0	0	0
AKR1C6P	0	0	0	0
AKR1C1	0	0	0	1
AKR1C2	2	3	0	0
AKR1C3	2	0	0	0
AKR1C8P	0	0	0	0
AKR1C4	0	0	0	0
TUBAL3	0	0	0	1
NET1	7084	6833	5690	6193
CALML5	0	0	0	0
CALML3-AS1	0	0	0	0
CALML3	0	0	0	0
LOC105376382	0	0	0	0
ASB13	2987	3122	3681	3882
FAM208B	11986	11129	9078	8978
ANKRD16	474	404	216	275
IL15RA	183	172	132	164
RBM17	7678	7559	6325	6763
MIR3155A	0	0	0	0
MIR3155B	0	0	0	0
LOC399715	1	0	0	0
PRKCQ-AS1	433	411	248	268
LOC101928150	3	1	0	1
LINC00706	0	0	0	0
SNORD129	1	1	0	0
KIN	1252	1157	660	797
ATP5C1	17126	16879	11012	11623
GATA3-AS1	8	9	2	1
GATA3	314	306	339	334
LINC00708	0	0	0	0
LOC105376398	0	0	0	0
LOC101928272	0	0	0	0
LINC00709	0	0	0	0
LOC101928298	0	0	0	0
LOC101928322	0	0	0	0
SFTA1P	0	0	0	0
LINC00710	0	0	0	0
CELF2-AS2	1	0	0	0
CELF2-AS1	2	1	1	2
ECHDC3	0	0	0	1
PROSER2	1119	1099	1193	1068
PROSER2-AS1	18	9	16	10
DHTKD1	4845	4471	4507	4740
SEC61A2	2346	2409	1335	1422
MIR548AK	0	0	0	0
CDC123	11677	12214	6236	6736
MIR4480	0	0	0	0
MIR4481	0	0	0	0
MIR548Q	0	0	0	0
MCM10	7161	6950	4676	4878
UCMA	0	0	0	0
PHYH	1320	1277	1459	1533
SEPHS1	8688	9035	6678	7229
PRPF18	1692	1778	986	1011
LOC101928453	0	0	0	0
MIR4293	0	0	0	0
MIR1265	0	0	0	0
CDNF	60	69	94	102
HSPA14	9362	9184	6331	6563
SUV39H2	3463	3381	1971	2066
MEIG1	4	3	2	10
LOC105376430	0	0	0	2
ACBD7	747	704	639	695
C10orf111	17	11	3	3
RPP38	1598	1521	1278	1370
NMT2	2024	2017	1836	1997
PPIAP30	2	0	0	0
PTER	1697	1599	1203	1262
VIM-AS1	80	67	45	60
VIM	22463	23408	11088	12011
ST8SIA6-AS1	0	0	0	0
HACD1	499	555	483	530
STAM-AS1	22	16	9	6
TMEM236	4	4	1	2
MIR511	0	0	0	0
SLC39A12-AS1	0	0	0	0
ARL5B	4076	4004	3806	3540
LOC101928834	0	0	0	0
MIR4675	0	0	0	0
C10orf113	0	1	0	0
NEBL-AS1	2	3	3	6
MIR1915	1	0	0	0
SKIDA1	211	201	402	393
EBLN1	0	1	0	0
LOC100130992	2	3	2	1
COMMD3	886	843	750	820
COMMD3-BMI1	1	0	0	0
BMI1	215	224	91	75
LOC100499489	114	135	50	57
MSRB2	647	635	767	815
PTF1A	3	7	1	5
MIR1254-2	0	0	0	0
OTUD1	574	570	374	424
MIR603	0	0	0	0
THNSL1	1136	1089	2559	2688
LINC01516	0	0	0	0
LOC101929073	0	0	0	0
GAD2	2	1	3	4
LOC101929117	0	0	0	0
LINC00264	0	0	0	0
LINC00202-2	0	0	0	0
ABI1	3975	4052	2204	2090
LINC00202-1	10	8	7	3
ANKRD26	1131	923	1073	1012
MASTL	2847	2925	2537	2668
ACBD5	1759	1653	1299	1335
LRRC37A6P	1	0	0	2
PTCHD3	0	0	0	0
MKX	441	441	347	352
MKX-AS1	1	1	0	1
SNORD130	0	0	0	0
MIR8086	0	0	0	0
WAC-AS1	392	370	352	351
BAMBI	1090	1134	1002	1005
LINC01517	0	0	0	0
LINC00837	0	0	0	0
C10orf126	0	0	0	0
LYZL1	0	0	0	0
SVIL-AS1	779	890	494	509
MIR604	0	0	0	0
MIR938	0	0	0	0
LOC101929279	0	0	0	0
MTPAP	1999	2038	1932	1966
GOLGA2P6	0	0	0	0
MIR7162	0	0	0	0
MAP3K8	145	135	131	124
LYZL2	0	0	0	0
SVILP1	0	0	0	0
LOC105376480	0	0	0	0
ZEB1-AS1	151	147	81	85
KIF5B	15126	14507	11406	12119
LOC102031319	0	1	1	0
LOC101929431	0	0	1	1
ITGB1	4913	5061	6115	6436
SNORA86	0	0	0	0
LINC00838	0	0	0	0
PARD3-AS1	4	2	8	2
CUL2	3753	3688	3808	3874
MIR3611	0	0	0	0
GJD4	1	0	0	0
FZD8	698	720	439	415
MIR4683	0	0	0	0
LINC00993	0	0	0	0
MTRNR2L7	0	0	0	0
ZNF248	574	531	379	484
ZNF33BP1	0	0	0	0
ZNF25	152	147	112	127
LOC100129055	0	0	0	0
HSD17B7P2	51	56	45	32
SEPT7P9	8	1	4	4
LINC00999	113	111	140	127
ACTR3BP5	0	0	0	0
LINC00839	115	122	68	60
ZNF37BP	1077	787	275	260
LINC01518	0	0	0	0
LOC283028	4	6	3	2
LOC105378269	0	0	0	0
BMS1	12975	12762	9159	10298
LOC101929445	0	0	1	0
LINC01264	0	0	0	0
MIR5100	0	0	0	0
CSGALNACT2	621	602	629	689
FXYD4	0	0	0	0
HNRNPF	30063	31963	21896	23514
ZNF487	43	37	15	19
ZNF239	377	362	425	454
ZNF485	276	291	242	268
ZNF32-AS1	10	4	7	3
HNRNPA3P1	13	5	11	10
LINC00619	0	0	0	0
LINC00840	0	0	0	0
LINC00841	0	0	0	0
C10orf142	0	0	0	0
CXCL12	166	164	60	94
TMEM72	0	0	0	0
RASSF4	129	103	187	188
C10orf10	168	159	63	69
C10orf25	59	62	99	84
ZNF22	3186	3061	2051	2166
RSU1P2	0	0	0	0
ANKRD30BP3	0	0	0	0
MIR3156-1	0	0	0	0
OR13A1	2	2	6	6
ALOX5	6	8	8	11
LOC102724323	2	1	0	0
ZFAND4	821	848	552	535
AGAP4	119	96	71	67
TIMM23	8058	8505	5656	6000
MSMB	0	0	0	0
AGAP7P	5	7	8	5
ANTXRL	0	0	0	0
FAM25BP	0	0	0	0
ANXA8L1	0	0	0	0
HNRNPA1P33	6	0	6	1
NPY4R	0	0	0	0
GPRIN2	2	0	0	0
SYT15	29	25	17	18
FAM35BP	2	0	3	0
GLUD1P7	8	9	5	8
FRMPD2B	1	0	13	24
GDF10	8	15	23	17
GDF2	0	0	1	0
RBP3	2	3	0	1
ZNF488	471	422	682	712
LOC107001062	0	0	0	0
LOC105378292	0	0	0	0
ANXA8	0	0	0	0
FAM25G	0	0	0	0
AGAP9	228	183	113	117
BMS1P6	216	144	102	87
CTSLP2	0	0	0	0
LOC102724593	28	19	11	13
CH17-360D5.1	0	0	0	0
FAM25C	0	0	0	0
AGAP12P	2	1	0	2
LRRC18	0	0	0	0
MIR4294	0	0	0	0
FAM170B-AS1	0	0	0	0
FAM170B	0	0	0	0
C10orf128	0	0	0	0
C10orf71-AS1	0	0	0	0
C10orf71	0	0	0	0
DRGX	0	0	0	0
ERCC6	1452	1411	1955	1969
PGBD3	0	0	0	0
CHAT	0	0	0	0
SLC18A3	1	0	0	0
C10orf53	0	0	0	0
OGDHL	673	609	137	155
TIMM23B	547	457	379	322
AGAP6	402	287	179	188
FAM21EP	7	2	5	6
SGMS1-AS1	38	41	77	75
ASAH2B	474	494	540	589
LOC102724719	2	3	9	5
MIR605	0	0	0	0
CSTF2T	3034	3117	4097	4433
DKK1	53	40	16	21
LINC01468	0	0	0	0
MBL2	0	0	0	0
MIR548F1	0	0	0	0
MTRNR2L5	1	0	0	0
MIR3924	0	0	0	0
CISD1	4103	4088	3051	3151
UBE2D1	2261	2311	2133	2428
TFAM	12265	11895	2147	2157
FAM133CP	5	2	5	5
LINC00844	2	0	0	0
CCEPR	1	0	2	0
FAM13C	139	138	157	180
SLC16A9	844	803	370	368
MRLN	0	0	1	0
LINC01553	0	0	0	0
CDK1	10464	10247	6795	7305
LINC00845	0	0	0	1
TMEM26	0	0	0	0
LOC283045	1	0	0	0
ADO	2779	2694	1341	1445
EGR2	36	39	43	36
NRBF2	1684	1743	1657	1873
MIR1296	0	0	0	0
LOC105378330	0	0	0	0
JMJD1C-AS1	13	20	5	3
ANXA2P3	0	0	3	1
LOC101928887	0	0	0	0
MIR7151	0	0	0	0
DNAJC12	1011	1147	598	657
POU5F1P5	2	0	0	0
ATOH7	17	16	7	11
HNRNPH3	17118	17021	5815	6555
RUFY2	994	871	1058	1065
SLC25A16	540	487	168	186
CCAR1	8951	8014	6632	7192
SNORD98	1	3	0	1
MIR1254-1	10	2	1	2
STOX1	447	446	492	641
DDX21	47320	46325	23375	24605
KIF1BP	4307	4471	3055	3340
SRGN	4	1	8	7
VPS26A	8065	8039	4710	5025
LOC101928994	0	0	0	0
HKDC1	1	1	0	3
TACR2	2	7	1	0
NEUROG3	0	1	0	0
C10orf35	1133	1171	1050	1152
H2AFY2	5219	5236	4279	4662
TYSND1	1486	1498	1542	1587
SAR1A	9208	9285	5993	5946
PPA1	24485	25287	7656	7933
NPFFR1	0	0	0	0
LRRC20	2105	2304	2580	2827
EIF4EBP2	16678	16766	9320	9194
NODAL	1	8	5	5
PRF1	1	2	5	5
ADAMTS14	3	2	4	2
SGPL1	5200	5708	5771	5944
PCBD1	6222	6544	915	916
LOC105378349	0	0	0	0
UNC5B	2394	2349	3215	3307
UNC5B-AS1	2	4	8	6
SLC29A3	339	364	727	741
LOC102723377	0	0	0	0
C10orf105	7	3	3	6
C10orf54	25	20	49	52
MIR7152	0	1	0	0
CHST3	918	958	1280	1329
SPOCK2	41	22	20	26
ASCC1	2809	2912	2731	2796
DDIT4	2310	2226	1369	1547
MIR4676	0	0	0	0
OIT3	1	0	0	0
PLA2G12B	1	0	1	0
P4HA1	3273	3159	2890	2945
NUDT13	395	400	286	308
FAM149B1	1147	1100	1178	1196
DNAJC9	7067	7168	4738	5070
MRPS16	10235	10374	6120	6307
MSS51	52	45	17	25
PPP3CB	3493	3510	2926	3138
PPP3CB-AS1	188	231	145	150
MYOZ1	9	10	41	36
SYNPO2L	4	0	4	5
AGAP5	58	67	20	40
BMS1P4	118	76	59	63
GLUD1P3	60	53	32	26
SEC24C	10112	10602	8348	8571
FUT11	546	497	433	459
CHCHD1	2698	2654	2037	2134
ZSWIM8-AS1	7	8	2	3
NDST2	2061	2139	1153	1295
CAMK2G	2337	2287	2148	2171
C10orf55	2	4	2	0
PLAU	78	64	54	63
AP3M1	9734	10142	5293	5262
LOC102723439	4	2	4	4
LOC101929165	0	0	0	0
DUPD1	0	0	0	0
SAMD8	1958	2040	811	838
VDAC2	13561	13696	9008	9261
ZNF503-AS1	21	19	4	6
ZNF503-AS2	1297	1227	702	689
LOC101929234	71	61	14	17
MIR606	0	0	0	0
LOC105378367	1	1	0	0
KCNMA1-AS2	0	0	0	0
KCNMA1-AS3	0	0	0	0
DLG5-AS1	42	30	29	19
RPS24	92472	95896	68713	72167
LINC00595	0	1	1	0
PPIF	16519	17198	12604	13490
LOC729815	0	0	0	0
EIF5AL1	1783	1670	1328	1109
SFTPA2	2	0	0	0
SFTPA1	0	0	0	0
LOC105378385	4	2	4	5
BEND3P3	148	123	125	117
NUTM2B	13	13	31	42
LOC642361	138	136	53	46
BMS1P21	17	10	6	5
MBL1P	4	10	7	5
SFTPD	0	2	0	0
TMEM254-AS1	34	40	124	129
PLAC9	0	0	1	0
ANXA11	6051	6238	5146	5687
LOC100130698	0	0	0	0
MAT1A	11	14	24	17
FAM213A	1794	1674	2168	2281
LOC101929574	1	0	0	0
LOC102723703	9	4	2	7
NRG3-AS1	0	0	0	0
LOC105378397	0	0	0	0
HOST2	0	0	0	0
C10orf99	0	0	1	0
CDHR1	364	370	186	230
LRIT2	1	1	0	0
LRIT1	0	1	0	0
RGR	0	0	0	0
LINC00858	78	83	53	67
LOC101929646	0	0	0	0
LOC101929662	0	0	0	0
MIR346	0	0	0	0
OPN4	0	0	0	0
LDB3	8	15	10	7
MMRN2	11	4	7	8
SNCG	8	4	62	59
ADIRF	0	0	0	0
AGAP11	21	11	16	6
FAM25A	0	0	0	0
GLUD1	15626	16619	9329	9649
NUTM2A	79	68	76	98
LINC00863	229	237	228	219
NUTM2D	75	99	62	89
LINC00864	0	0	0	0
MIR4678	2	1	0	1
MINPP1	2168	1993	3217	3374
ATAD1	6058	6395	3923	4221
CFL1P1	30	25	17	26
KLLN	53	63	162	157
LIPF	0	1	0	0
LIPN	0	0	0	0
LIPM	0	0	0	0
ANKRD22	0	0	1	0
STAMBPL1	495	444	215	234
ACTA2-AS1	3	2	2	3
ACTA2	258	349	1827	1936
FAS-AS1	4	3	3	1
MIR4679-2	0	0	0	0
MIR4679-1	0	0	0	0
CH25H	1	1	0	0
LIPA	8283	8681	7159	7512
IFIT2	10	12	22	33
IFIT3	36	48	73	84
IFIT1B	0	0	0	0
IFIT1	331	341	292	336
IFIT5	1057	1086	728	713
SLC16A12-AS1	0	0	0	0
PANK1	1248	1257	2000	2087
MIR107	0	0	0	0
FLJ37201	54	44	39	45
KIF20B	3868	3414	2870	3174
LINC00865	0	0	0	0
LINC01375	0	0	0	0
RPP30	3772	3642	3264	3440
ANKRD1	23	25	16	13
LOC105378430	0	0	0	0
LINC00502	0	0	0	0
NUDT9P1	4	8	10	2
PPP1R3C	1	0	0	1
TNKS2-AS1	30	32	47	48
TNKS2	6099	6085	3176	3171
FGFBP3	435	386	167	164
MARCH5	3838	3696	2287	2385
MARK2P9	10	9	2	3
KIF11	10178	9647	7186	7712
HHEX	517	518	453	475
CYP26C1	0	1	0	0
CYP26A1	241	232	285	295
CEP55	3821	3751	3028	3230
RBP4	0	0	0	0
PDE6C	6	5	3	7
FRA10AC1	2065	1883	560	564
LGI1	5	7	1	9
SLC35G1	1521	1602	197	244
PIPSL	65	46	56	40
PLCE1-AS2	0	0	0	0
PLCE1-AS1	0	0	1	0
NOC3L	6012	5979	3845	4010
HELLS	5344	5503	3090	3402
CYP2C18	0	2	0	1
CYP2C9	1	0	0	0
CYP2C8	2	1	1	0
ACSM6	0	0	0	1
ALDH18A1	20244	21776	19214	20006
C10orf131	40	41	38	45
CC2D2B	5	5	6	12
CCNJ	3444	3284	1720	1735
MIR3157	0	0	0	1
ZNF518A	2458	2364	2105	2162
OPALIN	0	0	0	1
TM9SF3	16925	16669	13823	14689
RPL13AP5	303	317	207	222
MIR607	0	0	0	0
LOC102723665	61	56	21	38
C10orf12	864	802	1012	1030
SLIT1-AS1	0	0	0	0
FRAT1	191	173	228	224
